"Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","nl","oPE","Npix","OLD20","CN","Freq"
"rifle",743,385,712,371,14.57,2.8716,4.59,2.5866,5,604.897126001009,714.694117647059,1.7,0,2.5866
"skirt",508,385,494,377,9.96,2.7067,4.59,2.5866,5,572.025574666772,744.588235294118,1.75,3,2.5866
"demon",1593,384,1437,359,31.24,3.2025,4.58,2.5855,5,525.788341048765,897.270588235294,1.8,2,2.5855
"Marie",1348,384,3,3,26.43,3.13,4.58,2.5855,5,550.356944555297,815.776470588235,1.7,5,2.5855
"bells",671,383,550,334,13.16,2.8274,4.57,2.5843,5,568.588113576501,784.305882352941,1.2,14,2.5843
"Forty",539,383,246,187,10.57,2.7324,4.57,2.5843,5,589.067015856545,789.094117647059,1.9,1,2.5843
"puppy",584,383,542,361,11.45,2.7672,4.57,2.5843,5,653.765286535237,971.443137254902,1.8,4,2.5843
"beers",548,382,475,372,10.75,2.7396,4.55,2.5832,5,465.602158326015,809.823529411765,1.45,9,2.5832
"inner",507,382,485,370,9.94,2.7059,4.55,2.5832,5,500.658486311755,747.694117647059,1.7,3,2.5832
"award",657,381,489,281,12.88,2.8182,4.54,2.5821,5,559.414815627743,842.458823529412,1.85,1,2.5821
"bombs",728,381,655,351,14.27,2.8627,4.54,2.5821,5,535.003464628726,921.18431372549,1.7,5,2.5821
"Cliff",1100,381,383,272,21.57,3.0418,4.54,2.5821,5,689.32486830553,753.086274509804,1.9,1,2.5821
"sweep",485,381,411,346,9.51,2.6866,4.54,2.5821,5,533.814891451831,873.164705882353,1.65,4,2.5821
"Scott",1821,379,10,9,35.71,3.2605,4.52,2.5798,5,535.399790486071,794.882352941176,1.9,1,2.5798
"widow",617,378,540,349,12.1,2.791,4.51,2.5786,5,613.784508606697,850.698039215686,1.95,0,2.5786
"tapes",664,377,657,377,13.02,2.8228,4.49,2.5775,5,486.327079176309,836.070588235294,1.25,10,2.5775
"goose",665,376,424,314,13.04,2.8235,4.48,2.5763,5,508.533467023171,849.137254901961,1.6,5,2.5763
"opera",873,376,740,338,17.12,2.9415,4.48,2.5763,5,525.736190039108,827.992156862745,1.95,0,2.5763
"sober",515,376,481,355,10.1,2.7126,4.48,2.5763,5,488.285278819803,807.180392156863,1.8,2,2.5763
"lungs",540,375,513,358,10.59,2.7332,4.47,2.5752,5,557.693574241092,820.56862745098,1.7,3,2.5752
"fears",467,374,452,364,9.16,2.6702,4.46,2.574,5,491.94270425945,773.290196078431,1.3,12,2.574
"blond",533,373,493,348,10.45,2.7275,4.45,2.5729,5,575.752153005026,859.576470588235,1.7,4,2.5729
"filed",449,373,443,369,8.8,2.6532,4.45,2.5729,5,616.718645409316,786.701960784314,1.15,10,2.5729
"smack",485,371,417,333,9.51,2.6866,4.42,2.5705,5,539.099714661984,858.839215686275,1.65,5,2.5705
"Helen",1923,370,1,1,37.71,3.2842,4.41,2.5694,5,521.029126426688,847.007843137255,1.95,0,2.5694
"wrist",527,370,515,363,10.33,2.7226,4.41,2.5694,5,567.151183254848,738.662745098039,1.7,4,2.5694
"Susan",1835,369,6,4,35.98,3.2639,4.4,2.5682,5,488.536341687284,841.266666666667,1.95,1,2.5682
"fires",498,368,475,356,9.76,2.6981,4.39,2.567,5,518.993787080638,737.211764705882,1.25,12,2.567
"Howdy",664,368,69,55,13.02,2.8228,4.39,2.567,5,618.848143640087,949.796078431373,1.85,3,2.567
"picks",468,368,453,356,9.18,2.6712,4.39,2.567,5,558.649779844093,827.250980392157,1.1,14,2.567
"backs",400,367,391,361,7.84,2.6031,4.38,2.5658,5,489.226213185408,848.094117647059,1.35,11,2.5658
"swore",446,367,442,363,8.75,2.6503,4.38,2.5658,5,521.493757815201,789.466666666667,1.6,6,2.5658
"burst",435,366,422,360,8.53,2.6395,4.36,2.5647,5,509.880700109079,781.498039215686,1.6,6,2.5647
"cells",610,366,602,364,11.96,2.786,4.36,2.5647,5,555.491903450659,729.960784313726,1.4,11,2.5647
"Chuck",1096,363,106,91,21.49,3.0402,4.33,2.5611,5,559.172922153935,843.376470588235,1.9,1,2.5611
"crown",698,363,559,293,13.69,2.8445,4.33,2.5611,5,533.386198020591,779.898039215686,1.5,8,2.5611
"error",473,363,447,357,9.27,2.6758,4.33,2.5611,5,507.738599116715,717.411764705882,1.9,0,2.5611
"Kitty",1362,363,578,208,26.71,3.1345,4.33,2.5611,5,625.038733471678,801.678431372549,1.7,6,2.5611
"areas",456,362,448,357,8.94,2.6599,4.32,2.5599,5,457.283413813285,774.674509803922,1.85,1,2.5599
"petty",438,362,355,328,8.59,2.6425,4.32,2.5599,5,587.9630091521,838.878431372549,1.8,3,2.5599
"roast",499,362,435,337,9.78,2.699,4.32,2.5599,5,489.050619230052,752.372549019608,1.7,5,2.5599
"burnt",488,361,450,342,9.57,2.6893,4.3,2.5587,5,509.687741107296,788.835294117647,1.85,2,2.5587
"dizzy",430,357,382,327,8.43,2.6345,4.26,2.5539,5,572.151372149944,793.619607843137,1.85,3,2.5539
"slice",435,357,396,333,8.53,2.6395,4.26,2.5539,5,535.431619309866,721.976470588235,1.45,5,2.5539
"rolls",448,356,379,316,8.78,2.6522,4.24,2.5527,5,576.027515497378,715.843137254902,1.7,4,2.5527
"spill",432,356,353,302,8.47,2.6365,4.24,2.5527,5,670.790210046025,764.607843137255,1.45,8,2.5527
"vital",396,354,376,340,7.76,2.5988,4.22,2.5502,5,614.541484422805,695.890196078431,1.8,2,2.5502
"wiped",401,354,383,341,7.86,2.6042,4.22,2.5502,5,601.57553342911,886.290196078431,1.45,8,2.5502
"flush",478,352,432,329,9.37,2.6803,4.2,2.5478,5,586.469784100884,792.760784313725,1.7,5,2.5478
"kicks",414,351,399,341,8.12,2.618,4.18,2.5465,5,541.365061723467,800.227450980392,1.45,10,2.5465
"taxes",497,350,473,342,9.75,2.6972,4.17,2.5453,5,456.022033548832,772.501960784314,1.45,10,2.5453
"meals",404,349,387,337,7.92,2.6075,4.16,2.5441,5,538.475885944607,823.145098039216,1.4,9,2.5441
"setup",440,348,434,345,8.63,2.6444,4.15,2.5428,5,516.39890587171,825.113725490196,1.9,1,2.5428
"snack",466,348,427,326,9.14,2.6693,4.15,2.5428,5,484.41906975816,813.560784313725,1.6,6,2.5428
"chaos",479,347,410,316,9.39,2.6812,4.14,2.5416,5,462.928094154892,811.356862745098,1.85,3,2.5416
"films",750,347,718,333,14.71,2.8756,4.14,2.5416,5,626.697775161623,786.827450980392,1.75,4,2.5416
"Carol",1465,346,16,12,28.73,3.1661,4.12,2.5403,5,575.923943783754,758.619607843137,1.8,2,2.5403
"Miami",812,346,8,7,15.92,2.9101,4.12,2.5403,5,641.439562215658,857.407843137255,2.2,0,2.5403
"nicer",382,346,371,336,7.49,2.5832,4.12,2.5403,5,492.374350839384,727.882352941176,1.85,1,2.5403
"gates",684,345,385,275,13.41,2.8357,4.11,2.5391,5,493.679675818766,837.054901960784,1.15,14,2.5391
"penis",684,345,645,337,13.41,2.8357,4.11,2.5391,5,511.895656077897,821.411764705882,1.95,0,2.5391
"lemon",613,344,376,277,12.02,2.7882,4.1,2.5378,5,561.121635804931,826.694117647059,1.85,1,2.5378
"pulls",404,343,391,334,7.92,2.6075,4.09,2.5366,5,606.653923563996,789.729411764706,1.55,8,2.5366
"bench",493,342,474,330,9.67,2.6937,4.08,2.5353,5,482.057543166519,857.63137254902,1.8,4,2.5353
"fraud",512,342,492,332,10.04,2.7101,4.08,2.5353,5,560.119188150157,811.537254901961,1.95,0,2.5353
"Latin",561,342,30,23,11,2.7497,4.08,2.5353,5,540.576040253278,760.145098039216,1.7,3,2.5353
"spray",492,342,459,320,9.65,2.6928,4.08,2.5353,5,570.806085215632,844.239215686275,1.7,2,2.5353
"dealt",379,341,376,338,7.43,2.5798,4.07,2.534,5,554.29356625961,804.505882352941,1.9,1,2.534
"Bunny",946,340,430,215,18.55,2.9763,4.05,2.5328,5,534.382529198923,886.745098039216,1.5,10,2.5328
"Japan",791,340,4,3,15.51,2.8987,4.05,2.5328,5,537.373031234202,857.219607843137,1.95,0,2.5328
"roads",462,340,438,329,9.06,2.6656,4.05,2.5328,5,485.766591507701,814.513725490196,1.5,6,2.5328
"bears",581,339,440,276,11.39,2.7649,4.04,2.5315,5,464.02192180807,810.96862745098,1,20,2.5315
"chart",483,339,464,331,9.47,2.6848,4.04,2.5315,5,518.803114773724,771.537254901961,1.65,4,2.5315
"boats",599,338,544,319,11.75,2.7782,4.03,2.5302,5,472.991601484554,818.192156862745,1.15,10,2.5302
"drain",440,337,420,327,8.63,2.6444,4.02,2.5289,5,536.684314390612,789.560784313726,1.65,5,2.5289
"occur",379,337,378,336,7.43,2.5798,4.02,2.5289,5,484.404296033202,730.549019607843,2.35,0,2.5289
"bonus",469,336,445,323,9.2,2.6721,4.01,2.5276,5,460.265793359404,828.654901960784,1.55,7,2.5276
"glove",515,336,475,324,10.1,2.7126,4.01,2.5276,5,607.491630749991,799.207843137255,1.75,2,2.5276
"porch",491,336,480,334,9.63,2.692,4.01,2.5276,5,531.609245882884,838.937254901961,1.65,6,2.5276
"prior",422,336,379,312,8.27,2.6263,4.01,2.5276,5,566.716933381221,763.533333333333,1.9,0,2.5276
"spite",388,336,382,334,7.61,2.5899,4.01,2.5276,5,549.948356479633,799.992156862745,1.5,8,2.5276
"stall",457,335,372,300,8.96,2.6609,3.99,2.5263,5,612.953702742969,729.498039215686,1.55,6,2.5263
"cough",448,334,387,295,8.78,2.6522,3.98,2.525,5,538.750691063398,858.490196078431,1.55,7,2.525
"dummy",500,334,440,313,9.8,2.6998,3.98,2.525,5,643.168318168515,952.525490196078,1.65,7,2.525
"refer",374,333,359,319,7.33,2.574,3.97,2.5237,5,511.558044669698,748.196078431373,1.8,1,2.5237
"risky",393,333,353,316,7.71,2.5955,3.97,2.5237,5,600.898876606272,781.137254901961,1.85,1,2.5237
"takin",462,333,410,299,9.06,2.6656,3.97,2.5237,5,542.319717588526,781.450980392157,1.8,1,2.5237
"vodka",515,333,388,275,10.1,2.7126,3.97,2.5237,5,563.075637188388,842.921568627451,2.55,0,2.5237
"Greek",578,332,14,12,11.33,2.7627,3.96,2.5224,5,548.996370420623,850.541176470588,1.8,1,2.5224
"react",385,331,379,327,7.55,2.5866,3.95,2.5211,5,477.416365365684,742.541176470588,1.9,1,2.5211
"wired",386,329,374,320,7.57,2.5877,3.92,2.5185,5,566.624219144916,805.235294117647,1.45,10,2.5185
"Emily",1889,328,2,2,37.04,3.2765,3.91,2.5172,5,689.534120174528,866.443137254902,2,0,2.5172
"shiny",398,328,348,300,7.8,2.601,3.91,2.5172,5,562.536567829301,815.76862745098,1.8,3,2.5172
"Sally",1352,327,13,11,26.51,3.1313,3.9,2.5159,5,653.23774908878,816.741176470588,1.45,10,2.5159
"skill",404,327,399,325,7.92,2.6075,3.9,2.5159,5,666.219927767578,737.58431372549,1.5,7,2.5159
"flame",461,323,413,301,9.04,2.6646,3.85,2.5105,5,602.760009444753,827.337254901961,1.4,5,2.5105
"phony",421,322,402,311,8.25,2.6253,3.84,2.5092,5,582.478400111739,905.164705882353,1.75,3,2.5092
"Alice",1352,321,3,3,26.51,3.1313,3.83,2.5079,5,574.925566685288,769.517647058824,1.85,2,2.5079
"diner",632,321,556,289,12.39,2.8014,3.83,2.5079,5,517.580529837442,788.41568627451,1.35,8,2.5079
"blues",523,320,431,281,10.25,2.7193,3.81,2.5065,5,509.359651608267,801.443137254902,1.7,5,2.5065
"tires",491,320,449,297,9.63,2.692,3.81,2.5065,5,493.594481469655,718.937254901961,1.35,11,2.5065
"alien",889,319,788,289,17.43,2.9494,3.8,2.5051,5,536.423527416392,747.364705882353,1.9,1,2.5051
"fluid",456,319,438,312,8.94,2.6599,3.8,2.5051,5,639.346857291083,776.890196078431,1.95,0,2.5051
"Crane",1714,318,181,92,33.61,3.2343,3.79,2.5038,5,510.547876260408,791.117647058824,1.95,0,2.5038
"Lewis",1102,316,13,4,21.61,3.0426,3.77,2.5011,5,552.380628275732,789.901960784314,1.9,2,2.5011
"ranch",895,316,787,270,17.55,2.9523,3.77,2.5011,5,479.624290978262,792.956862745098,1.95,0,2.5011
"horny",428,315,381,298,8.39,2.6325,3.76,2.4997,5,533.417732859764,824.109803921569,1.75,3,2.4997
"outer",463,315,413,289,9.08,2.6665,3.76,2.4997,5,489.907928938195,745.847058823529,1.75,2,2.4997
"smash",421,315,345,276,8.25,2.6253,3.76,2.4997,5,528.091195759171,874.658823529412,1.8,3,2.4997
"harsh",362,314,326,295,7.1,2.5599,3.74,2.4983,5,490.695295580918,831.521568627451,1.9,1,2.4983
"fatal",362,310,335,287,7.1,2.5599,3.7,2.4928,5,580.516157847127,761.78431372549,1.8,2,2.4928
"sings",381,310,356,296,7.47,2.5821,3.7,2.4928,5,524.019245350784,817.964705882353,1.2,10,2.4928
"ideal",374,309,354,298,7.33,2.574,3.68,2.4914,5,598.135616702582,788.086274509804,1.8,1,2.4914
"rides",366,309,353,300,7.18,2.5647,3.68,2.4914,5,512.284402186924,781.078431372549,1.1,10,2.4914
"sighs",795,309,575,229,15.59,2.9009,3.68,2.4914,5,546.804361215312,844.054901960784,1.75,3,2.4914
"ditch",401,308,368,288,7.86,2.6042,3.67,2.49,5,554.52521017905,807.466666666667,1.4,10,2.49
"float",381,308,357,295,7.47,2.5821,3.67,2.49,5,583.738658977837,757.996078431373,1.65,3,2.49
"wakes",345,308,338,302,6.76,2.5391,3.67,2.49,5,497.685998483517,847.286274509804,1.05,17,2.49
"eager",350,307,325,294,6.86,2.5453,3.66,2.4886,5,506.904619283262,831.619607843137,1.55,8,2.4886
"Korea",637,307,1,1,12.49,2.8048,3.66,2.4886,5,493.364957964188,825.725490196078,1.95,0,2.4886
"Jason",1816,306,2,2,35.61,3.2594,3.65,2.4871,5,494.091562907387,796.325490196078,1.95,1,2.4871
"raped",593,306,572,299,11.63,2.7738,3.65,2.4871,5,536.878353553089,874.262745098039,1.2,12,2.4871
"ashes",503,305,442,290,9.86,2.7024,3.64,2.4857,5,454.353668156542,826.474509803922,1.4,2,2.4857
"Pearl",799,304,235,118,15.67,2.9031,3.62,2.4843,5,579.517990927713,776.149019607843,1.95,1,2.4843
"trips",367,304,362,303,7.2,2.5658,3.62,2.4843,5,558.802722350811,771.611764705882,1.4,8,2.4843
"Betty",1246,303,11,10,24.43,3.0959,3.61,2.4829,5,565.860505626944,853.717647058824,1.85,3,2.4829
"comic",552,302,514,286,10.82,2.7427,3.6,2.4814,5,550.824002314629,781.992156862745,1.8,2,2.4814
"draft",371,300,351,287,7.27,2.5705,3.58,2.4786,5,569.339580839119,802.835294117647,1.6,4,2.4786
"messy",350,300,326,287,6.86,2.5453,3.58,2.4786,5,551.907011067655,862.552941176471,1.9,1,2.4786
"sells",363,300,345,290,7.12,2.5611,3.58,2.4786,5,550.736831218239,742.435294117647,1.2,11,2.4786
"Tokyo",690,300,1,1,13.53,2.8395,3.58,2.4786,5,655.958728416738,875.294117647059,2.25,0,2.4786
"Davis",886,299,14,4,17.37,2.9479,3.56,2.4771,5,531.078110117858,785.172549019608,1.85,2,2.4771
"kiddo",432,299,388,284,8.47,2.6365,3.56,2.4771,5,591.223534067628,880.525490196078,1.9,1,2.4771
"cease",445,298,234,203,8.73,2.6493,3.55,2.4757,5,441.02018450528,785.003921568627,1.55,4,2.4757
"winds",384,298,341,268,7.53,2.5855,3.55,2.4757,5,543.775144996938,832.090196078431,1.2,14,2.4757
"novel",513,297,504,293,10.06,2.711,3.54,2.4742,5,550.486694202781,748.454901960784,1.8,2,2.4742
"medal",590,296,470,252,11.57,2.7716,3.53,2.4728,5,599.827931864739,871.203921568627,1.75,2,2.4728
"adore",394,294,386,290,7.73,2.5966,3.51,2.4698,5,510.140514672625,818.945098039216,1.8,2,2.4698
"faced",320,294,307,282,6.27,2.5065,3.51,2.4698,5,519.001614254928,832.823529411765,1.25,13,2.4698
"whack",455,293,401,276,8.92,2.659,3.49,2.4683,5,546.080926251096,863.807843137255,1.7,2,2.4683
"hunch",383,292,382,291,7.51,2.5843,3.48,2.4669,5,485.57016056083,839.376470588235,1.7,4,2.4669
"lined",330,292,327,289,6.47,2.5198,3.48,2.4669,5,576.03472277649,789.847058823529,1.35,10,2.4669
"stunt",469,291,447,289,9.2,2.6721,3.47,2.4654,5,506.916124590948,756.83137254902,1.6,6,2.4654
"sunny",391,291,264,235,7.67,2.5933,3.47,2.4654,5,511.428900284671,814.8,1.65,7,2.4654
"theft",344,291,317,275,6.75,2.5378,3.47,2.4654,5,564.752279378507,796.925490196078,1.9,0,2.4654
"hangs",326,288,310,273,6.39,2.5145,3.43,2.4609,5,492.303468619467,887.470588235294,1.45,8,2.4609
"kings",457,288,341,223,8.96,2.6609,3.43,2.4609,5,551.790659669564,848.047058823529,1.55,8,2.4609
"ankle",409,286,399,278,8.02,2.6128,3.41,2.4579,5,554.974707345623,807.949019607843,1.85,1,2.4579
"Nancy",1087,286,12,7,21.31,3.0366,3.41,2.4579,5,528.18865764759,879.513725490196,1.9,2,2.4579
"aisle",379,284,343,263,7.43,2.5798,3.39,2.4548,5,547.335390560565,740.027450980392,1.85,1,2.4548
"Sandy",1186,284,40,38,23.25,3.0745,3.39,2.4548,5,566.160852821453,917.172549019608,1.6,8,2.4548
"naive",329,283,307,274,6.45,2.5185,3.37,2.4533,5,507.486251230477,744.258823529412,1.85,1,2.4533
"weigh",363,283,344,274,7.12,2.5611,3.37,2.4533,5,592.034865112936,872.643137254902,1.75,2,2.4533
"skies",382,282,361,269,7.49,2.5832,3.36,2.4518,5,504.213799318912,787.050980392157,1.5,8,2.4518
"stove",387,282,377,275,7.59,2.5888,3.36,2.4518,5,519.678059568467,749.552941176471,1.6,5,2.4518
"cries",356,281,338,273,6.98,2.5527,3.35,2.4502,5,483.844309867772,720.545098039216,1.45,8,2.4502
"wires",355,281,344,276,6.96,2.5514,3.35,2.4502,5,512.868512384599,757.176470588235,1.5,9,2.4502
"cheek",365,280,352,272,7.16,2.5635,3.34,2.4487,5,504.852101125388,842.937254901961,1.65,4,2.4487
"locks",341,280,327,273,6.69,2.534,3.34,2.4487,5,544.52937385266,779.917647058823,1.2,12,2.4487
"Robin",1272,280,44,33,24.94,3.1048,3.34,2.4487,5,557.681951871656,865.607843137255,1.9,2,2.4487
"Eagle",586,279,267,173,11.49,2.7686,3.33,2.4472,5,588.398715646366,889.960784313726,1.9,1,2.4472
"Linda",1350,279,9,8,26.47,3.1307,3.33,2.4472,5,552.941960651287,822.286274509804,1.75,3,2.4472
"champ",771,275,475,255,15.12,2.8876,3.28,2.4409,5,574.930892994918,919.290196078431,1.55,5,2.4409
"niece",486,275,482,275,9.53,2.6875,3.28,2.4409,5,474.848855322317,756.262745098039,1.85,1,2.4409
"shelf",355,274,345,269,6.96,2.5514,3.27,2.4393,5,588.563033096548,802.572549019608,1.85,2,2.4393
"album",522,273,488,262,10.24,2.7185,3.25,2.4378,5,612.371019900496,855.203921568627,1.9,0,2.4378
"Barry",1013,272,1,1,19.86,3.006,3.24,2.4362,5,555.585346662409,835.129411764706,1.45,10,2.4362
"choke",330,272,285,250,6.47,2.5198,3.24,2.4362,5,521.530387500996,840.294117647059,1.7,3,2.4362
"codes",467,270,461,269,9.16,2.6702,3.22,2.433,5,467.525085135817,824.843137254902,1.45,9,2.433
"roots",325,270,295,252,6.37,2.5132,3.22,2.433,5,481.455513209353,748.58431372549,1.45,7,2.433
"spoon",388,270,342,256,7.61,2.5899,3.22,2.433,5,511.203569718252,851.058823529412,1.6,6,2.433
"Sonny",882,269,216,155,17.29,2.946,3.21,2.4314,5,542.138660308084,872.662745098039,1.8,4,2.4314
"stack",311,269,279,249,6.1,2.4942,3.21,2.4314,5,511.145443238353,792.141176470588,1.4,9,2.4314
"baked",341,268,302,251,6.69,2.534,3.2,2.4298,5,529.646197488492,913.058823529412,1.1,12,2.4298
"voted",354,268,345,262,6.94,2.5502,3.2,2.4298,5,539.887581477638,797.611764705882,1.7,5,2.4298
"Corps",555,267,138,89,10.88,2.7451,3.18,2.4281,5,545.208817543298,832.666666666667,1.95,0,2.4281
"items",343,267,338,266,6.73,2.5366,3.18,2.4281,5,558.881096522733,795.501960784314,1.9,1,2.4281
"Maria",1154,266,2,2,22.63,3.0626,3.17,2.4265,5,551.691713225316,816.921568627451,1.55,3,2.4265
"needn",334,266,328,261,6.55,2.525,3.17,2.4265,5,477.700160294781,854.635294117647,1.85,2,2.4265
"risks",332,265,331,264,6.51,2.5224,3.16,2.4249,5,530.096024556361,758.670588235294,1.75,4,2.4249
"sting",358,265,289,236,7.02,2.5551,3.16,2.4249,5,563.11899925506,803.882352941176,1.4,6,2.4249
"Baker",698,264,83,63,13.69,2.8445,3.15,2.4232,5,511.6276458616,871.125490196078,1.7,4,2.4232
"bully",368,264,322,236,7.22,2.567,3.15,2.4232,5,650.251925532762,796.960784313726,1.35,12,2.4232
"Clark",1010,264,3,2,19.8,3.0048,3.15,2.4232,5,611.860832867746,786.913725490196,1.7,3,2.4232
"logic",342,264,320,257,6.71,2.5353,3.15,2.4232,5,614.13432503259,777.423529411765,1.9,2,2.4232
"virus",964,264,935,261,18.9,2.9845,3.15,2.4232,5,526.563743448531,697.58431372549,1.95,1,2.4232
"ahold",307,263,307,263,6.02,2.4886,3.14,2.4216,5,585.956529518183,849.372549019608,1.95,0,2.4216
"slick",350,263,240,218,6.86,2.5453,3.14,2.4216,5,578.221051826428,747.627450980392,1.4,9,2.4216
"hobby",354,262,325,251,6.94,2.5502,3.12,2.42,5,577.680028334263,924.462745098039,1.65,7,2.42
"tramp",423,262,329,237,8.29,2.6274,3.12,2.42,5,589.140382978157,860.305882352941,1.55,4,2.42
"depth",421,261,382,245,8.25,2.6253,3.11,2.4183,5,565.086402878654,911.980392156863,1.9,1,2.4183
"pinch",312,261,277,233,6.12,2.4955,3.11,2.4183,5,549.730813180087,837.933333333333,1.6,6,2.4183
"Teddy",811,261,159,113,15.9,2.9096,3.11,2.4183,5,643.18767858568,942.18431372549,1.8,4,2.4183
"Jenny",1050,260,7,6,20.59,3.0216,3.1,2.4166,5,548.317821986324,823.196078431373,1.65,7,2.4166
"Oscar",908,260,1,1,17.8,2.9586,3.1,2.4166,5,512.642837284166,795.345098039216,1.9,0,2.4166
"hatch",654,258,508,245,12.82,2.8162,3.08,2.4133,5,494.860939287518,828.913725490196,1.5,8,2.4133
"Karen",1397,258,4,2,27.39,3.1455,3.08,2.4133,5,488.263476068852,831.274509803922,1.85,1,2.4133
"shark",764,258,595,232,14.98,2.8837,3.08,2.4133,5,529.342652379811,828.176470588235,1.6,7,2.4133
"funds",337,257,329,255,6.61,2.5289,3.06,2.4116,5,520.292959666904,837.247058823529,1.75,3,2.4116
"slack",302,257,287,251,5.92,2.4814,3.06,2.4116,5,543.959884401521,783.705882352941,1.4,9,2.4116
"label",351,256,337,248,6.88,2.5465,3.05,2.4099,5,599.051356186978,789.882352941176,1.8,3,2.4099
"pipes",378,256,361,244,7.41,2.5786,3.05,2.4099,5,553.229168994597,871.180392156863,1.4,8,2.4099
"tasty",322,256,250,213,6.31,2.5092,3.05,2.4099,5,541.656686487349,782.917647058823,1.6,7,2.4099
"brick",519,255,365,232,10.18,2.716,3.04,2.4082,5,557.138388937663,788.066666666667,1.7,5,2.4082
"drift",327,255,284,236,6.41,2.5159,3.04,2.4082,5,603.600748264026,766.756862745098,1.75,2,2.4082
"ninth",334,255,262,204,6.55,2.525,3.04,2.4082,5,528.477502194906,786.556862745098,2,0,2.4082
"ruled",281,255,269,245,5.51,2.4502,3.04,2.4082,5,558.507447388723,783.682352941176,1.8,3,2.4082
"veins",282,254,272,246,5.53,2.4518,3.03,2.4065,5,498.420902838746,738.682352941176,1.8,3,2.4065
"panel",372,253,366,251,7.29,2.5717,3.02,2.4048,5,549.826394099022,834.972549019608,1.85,1,2.4048
"Wayne",1060,253,8,4,20.78,3.0257,3.02,2.4048,5,562.143940059062,877.117647058824,1.95,1,2.4048
"lands",356,252,339,241,6.98,2.5527,3,2.4031,5,525.191427222176,821.494117647059,1.45,7,2.4031
"razor",351,252,295,226,6.88,2.5465,3,2.4031,5,477.15027336579,727.78431372549,1.95,0,2.4031
"shade",304,252,283,244,5.96,2.4843,3,2.4031,5,500.858487642003,874.533333333333,1.5,7,2.4031
"tanks",506,252,457,245,9.92,2.705,3,2.4031,5,489.052357863089,811.952941176471,1.55,7,2.4031
"shook",303,251,292,244,5.94,2.4829,2.99,2.4014,5,519.600414371989,850.125490196078,1.7,5,2.4014
"groom",399,250,381,244,7.82,2.6021,2.98,2.3997,5,596.769835980524,873.372549019608,1.75,3,2.3997
"minus",401,250,322,203,7.86,2.6042,2.98,2.3997,5,523.877302657832,807.109803921569,1.55,8,2.3997
"alibi",426,249,417,241,8.35,2.6304,2.97,2.3979,5,619.889656663206,746.964705882353,2.25,0,2.3979
"elbow",313,249,297,237,6.14,2.4969,2.97,2.3979,5,599.89743461835,832.76862745098,2.1,0,2.3979
"plead",357,249,340,239,7,2.5539,2.97,2.3979,5,592.225887274854,875.694117647059,1.7,2,2.3979
"breed",323,248,300,244,6.33,2.5105,2.96,2.3962,5,518.015295846967,857.882352941176,1.5,7,2.3962
"saves",263,248,214,207,5.16,2.4216,2.96,2.3962,5,452.575305956845,767.423529411765,1.15,13,2.3962
"Rusty",657,247,206,182,12.88,2.8182,2.94,2.3945,5,570.018915449489,848.117647058824,1.75,5,2.3945
"organ",370,246,343,228,7.25,2.5694,2.93,2.3927,5,536.223103067548,831.882352941176,1.9,0,2.3927
"straw",318,246,292,232,6.24,2.5038,2.93,2.3927,5,543.512781679835,774.741176470588,1.75,3,2.3927
"tales",359,246,286,223,7.04,2.5563,2.93,2.3927,5,495.344916460477,756.447058823529,1,17,2.3927
"Spain",561,245,4,4,11,2.7497,2.92,2.3909,5,571.879026658152,873.250980392157,1.85,2,2.3909
"Bruce",1088,243,3,2,21.33,3.037,2.9,2.3874,5,492.936489344719,817.611764705882,1.9,2,2.3874
"Diego",625,243,3,3,12.25,2.7966,2.9,2.3874,5,575.812458429774,869.529411764706,2.05,1,2.3874
"Dutch",761,243,13,11,14.92,2.882,2.9,2.3874,5,527.161343682655,837.211764705882,1.9,2,2.3874
"jeans",337,243,305,225,6.61,2.5289,2.9,2.3874,5,524.11338827254,792.407843137255,1.8,4,2.3874
"cured",308,242,301,237,6.04,2.49,2.89,2.3856,5,502.125041237661,793.725490196078,1.45,4,2.3856
"horns",316,242,282,220,6.2,2.5011,2.89,2.3856,5,462.614880809853,801.643137254902,1.75,2,2.3856
"stain",316,242,307,237,6.2,2.5011,2.89,2.3856,5,514.855324314256,751.36862745098,1.7,3,2.3856
"tease",290,242,274,231,5.69,2.4639,2.89,2.3856,5,456.637871471518,783.396078431373,1.5,5,2.3856
"Creek",454,241,192,136,8.9,2.658,2.87,2.3838,5,543.681264133875,812.717647058824,1.6,6,2.3838
"spine",293,241,288,237,5.75,2.4683,2.87,2.3838,5,529.511455423416,821.411764705882,1.3,8,2.3838
"bribe",308,240,300,235,6.04,2.49,2.86,2.382,5,545.155378854389,816.760784313725,1.75,3,2.382
"jelly",363,240,294,221,7.12,2.5611,2.86,2.382,5,719.072010934631,756.925490196078,1.7,5,2.382
"cargo",459,238,421,221,9,2.6628,2.84,2.3784,5,523.985012770371,812.070588235294,1.9,1,2.3784
"Claus",707,238,10,1,13.86,2.85,2.84,2.3784,5,544.517794051133,775.4,2,0,2.3784
"attic",400,237,379,231,7.84,2.6031,2.83,2.3766,5,546.477462287492,717.474509803922,1.85,2,2.3766
"hairy",322,237,275,218,6.31,2.5092,2.83,2.3766,5,559.987302125734,790.058823529412,1.7,4,2.3766
